id	frequency	board	fill
89733bbd6ebce418d8adf63ad253ddc3	904	Nw,Kw,Pw,Nw,Bb,Kb,Pb,Pb,Nb,,,,,,,Nw,Qw,,,,,,,Rb,Kw,,,,,,,Kb,Rw,,,,,,,Qw,Nw,,,,,,,Nb,Qb,,,,,,,Rw,Nb,Kw,Qb,Nb,Pw,Kb,Qw,Kw	lightRed	
8984f26a5de6c70d2d112b1f76e4ca45	2652	Rw,Nw,Qb,Kb,Rb,Nb,Qw,Rw,Rw,,,,,,,Nb,Kw,,,,,,,Pw,Qw,,,Pw,Pw,,,Kb,Nb,,,Pw,Pw,,,Bw,Rb,,,,,,,Nw,Kb,,,,,,,Pb,Bb,Nb,Pw,Kw,Bb,Rw,Pb,Kw	darkRed	
8987d1d2ec3be14fd1360a9941b7c823	266	Rb,Rb,Bw,Kw,Pw,Nw,Bb,Bw,Kw,,,,,,,Pw,Rw,,,,,,,Nb,Nw,,,Bb,Bb,,,Bw,Qb,,,Bb,Bb,,,Kb,Kb,,,,,,,Rb,Rb,,,,,,,Nw,Nb,Kb,Qw,Nw,Rb,Kw,Qb,Rw	lightGray	
89993ddd0ee894abaf4eba035183bf3a	984	Qw,Rw,Bb,Qw,Pw,Rb,Bw,Bb,Pb,,,,,,,Rw,Qb,,,,,,,Bb,Bb,,,,,,,Kb,Rw,,,,,,,Pb,Pw,,,,,,,Nb,Qw,,,,,,,Bw,Rb,Qw,Nb,Rw,Kw,Qb,Nw,Kw	lightRed	
899fa3cda3019ba5d4ea67713e81328d	333	Pw,Kw,Qb,Nb,Rw,Kb,Qw,Pw,Rb,,,,,,,Rb,Kb,,,,,,,Nw,Qw,,,,,,,Qb,Nb,,,,,,,Kw,Kw,,,,,,,Rw,Kw,,,,,,,Nb,Rw,Rb,Bw,Qw,Pw,Rw,Bb,Bb	darkGray	
89a6655a84bc039afc6c320e60fe271e	1078	Pb,Kw,Rw,Nw,Qb,Kb,Rb,Qb,Nb,,,,,,,Kb,Bw,,,,,,,Rb,Kb,,,,,,,Nw,Pb,,,,,,,Qb,Rw,,,,,,,Kw,Bb,,,,,,,Rw,Kw,Kb,Qw,Nb,Rw,Kw,Qb,Pb	lightRed	
89b8fa9fc10f85d5e865d05e3e0610b9	263	Pw,Pb,Rw,Bw,Qb,Pw,Rb,Qw,Bb,,,,,,,Kw,Rw,,,,,,,Rw,Pb,,,Pb,Pb,,,Nw,Kb,,,Pb,Pb,,,Qb,Bw,,,,,,,Kb,Rb,,,,,,,Rb,Bb,Qw,Bb,Rw,Pb,Qb,Bw,Bw	lightRed	
89c42db283227164fac5b79aa746cd42	543	Qb,Bw,Nb,Pb,Kb,Bb,Nw,Qw,Nw,,,,,,,Pb,Bb,,,,,,,Kb,Kw,,,,,,,Bw,Pw,,,,,,,Nb,Nb,,,,,,,Pw,Qw,,,,,,,Kw,Rw,Kw,Rw,Nb,Qw,Kb,Rb,Rb	lightRed	
89e1cbb92614c1b519ce90db236a3ba0	3922	Rw,Bw,Rb,Pw,Qw,Nb,Rw,Pb,Pb,,,,,,,Pb,Rw,,,,,,,Rw,Nb,,,Pw,Pw,,,Bw,Qw,,,Pw,Pw,,,Qb,Kb,,,,,,,Kb,Rb,,,,,,,Rb,Kw,Qb,Kw,Rw,Nb,Qw,Pw,Kw	lightGray	
89e5a1de09605d9876c06b5d336a801a	3931	Bw,Pw,Kw,Bb,Nw,Pb,Kb,Rw,Rb,,,,,,,Pw,Pw,,,,,,,Rb,Qb,,,,,,,Bw,Bw,,,,,,,Qb,Rw,,,,,,,Kw,Pb,,,,,,,Rw,Bw,Kb,Qw,Nb,Rw,Kw,Qb,Rb	darkRed	
8a025070a0b007db281b6bf1f3187deb	2689	Nw,Nw,Qb,Kw,Rw,Bb,Qw,Bw,Nb,,,,,,,Bb,Bw,,,,,,,Qw,Kb,,,Pb,Pb,,,Pw,Pb,,,Pb,Pb,,,Rb,Nw,,,,,,,Bw,Bb,,,,,,,Qb,Bw,Qw,Nb,Rb,Kb,Bb,Nw,Kw	darkGray	
8a0985f38abed91297c13aedde722e86	299	Pw,Bb,Rw,Kb,Qw,Nw,Rb,Pw,Rw,,,,,,,Nw,Pb,,,,,,,Pb,Qw,,,,,,,Qw,Nb,,,,,,,Bb,Rb,,,,,,,Nb,Pw,,,,,,,Pw,Qb,Pw,Rb,Bw,Qb,Pb,Rw,Bw	lightGray	
8a211a2a59f3953460246dcc4aac3d63	2414	Qw,Nb,Pw,Kb,Bw,Nw,Pb,Bb,Bb,,,,,,,Bw,Rw,,,,,,,Nb,Pb,,,Nb,Nb,,,Pb,Qb,,,Nb,Nb,,,Kb,Bw,,,,,,,Bb,Rb,,,,,,,Nw,Pb,Bb,Kw,Pb,Nw,Kw,Kb,Kw	lightGray	
8a374923e6cd4662e42058548f4a7f5a	2399	Rw,Rb,Nw,Qb,Kw,Rw,Nb,Bw,Kb,,,,,,,Qb,Rb,,,,,,,Kw,Nw,,,,,,,Rb,Bb,,,,,,,Nw,Kw,,,,,,,Bw,Rw,,,,,,,Kb,Nw,Bb,Qw,Pw,Rb,Bw,Qb,Rw	darkRed	
8a5042cfcca8c2654074dbb721c57ba5	1720	Nb,Nw,Rb,Kw,Qb,Bb,Rw,Rb,Qw,,,,,,,Qb,Kb,,,,,,,Bw,Rw,,,,,,,Rb,Nb,,,,,,,Pw,Bb,,,,,,,Qw,Kw,,,,,,,Nb,Rw,Rw,Rw,Rw,Rw,Rw,Rw,Rw	darkGray	
8a64063c29aaf977ba6ce8f475ba09e8	3614	Rw,Bw,Nb,Pb,Kb,Bb,Nw,Bb,Qw,,,,,,,Qw,Nb,,,,,,,Nb,Rw,,,,,,,Rb,Kw,,,,,,,Kb,Qb,,,,,,,Qb,Nw,,,,,,,Nw,Qw,Nb,Pw,Kw,Bb,Nw,Pb,Rb	lightRed	
8a87e579c1fd493cb8da9bdd6c632d54	2841	Bw,Pb,Kb,Bb,Nw,Pw,Qw,Kb,Pw,,,,,,,Rw,Rb,,,,,,,Kw,Bb,,,Pb,Pb,,,Qw,Qw,,,Pb,Pb,,,Nb,Pb,,,,,,,Rb,Rw,,,,,,,Kb,Kw,Rb,Bw,Qw,Pw,Rw,Bb,Pw	darkRed	
8a99c025ce31d44b6368870efb19c0fb	2701	Rb,Rb,Bw,Qw,Pw,Rw,Bb,Qb,Kw,,,,,,,Bw,Pw,,,,,,,Rb,Nb,,,,,,,Pb,Bw,,,,,,,Qb,Kb,,,,,,,Bb,Pb,,,,,,,Rw,Bb,Nw,Pb,Kb,Bw,Nb,Pw,Bw	darkRed	
8ac608b586534509c08b32d9adee7df8	3119	Kb,Nw,Qb,Kb,Rb,Bb,Qw,Bb,Bb,,,,,,,Qw,Qw,,,,,,,Bb,Pb,,,Qw,Qw,,,Rb,Rw,,,Qw,Qw,,,Kb,Bw,,,,,,,Qb,Qb,,,,,,,Bw,Qw,Bb,Rw,Kb,Qw,Nw,Rb,Kw	darkRed	
8ad0ea7aabb57fcac8bb7c9448f2dbc4	1182	Nw,Nw,Bb,Kb,Pb,Nb,Bw,Nw,Bb,,,,,,,Kb,Kw,,,,,,,Rb,Pb,,,,,,,Nw,Nw,,,,,,,Bb,Bw,,,,,,,Kw,Kb,,,,,,,Pw,Pb,Kw,Bb,Nw,Pb,Kb,Bw,Nw	lightRed	
8adbabee3d7b1be623787a4ecaad2a3b	1379	Rw,Pw,Rb,Bb,Qw,Pb,Rw,Bb,Pw,,,,,,,Nb,Nb,,,,,,,Bw,Bb,,,Nw,Nw,,,Kw,Kw,,,Nw,Nw,,,Pw,Pb,,,,,,,Nw,Rw,,,,,,,Bb,Bb,Pw,Kw,Bb,Nw,Pb,Kb,Pw	lightRed	
8b077c97ceecc2caa4fe11ac4fa72960	3087	Pw,Nw,Bb,Kb,Pb,Nb,Qw,Nw,Bw,,,,,,,Rw,Nb,,,,,,,Pb,Pb,,,Qw,Qw,,,Qb,Kb,,,Qw,Qw,,,Bw,Bb,,,,,,,Rb,Nw,,,,,,,Pw,Pb,Rw,Nb,Qb,Pb,Rb,Bw,Bb	lightGray	
8b171e62d87b3ddc3b2f52d702ddafe1	311	Qw,Qb,Bw,Rw,Pb,Qw,Bb,Rw,Kb,,,,,,,Rw,Rb,,,,,,,Rw,Nw,,,,,,,Rw,Qb,,,,,,,Rw,Kw,,,,,,,Rw,Rw,,,,,,,Rw,Rw,Rw,Rw,Rw,Rw,Rw,Rw,Rw	lightGray	
8b1d2607df702e44f722cdee6012cf0f	2364	Qw,Nw,Bb,Kb,Pb,Nb,Bw,Pb,Pw,,,,,,,Rb,Rb,,,,,,,Pw,Bw,,,Qb,Qb,,,Qw,Qb,,,Qb,Qb,,,Bb,Pb,,,,,,,Rw,Nw,,,,,,,Pb,Nw,Nb,Bw,Kb,Pb,Nw,Bb,Kb	darkGray	
8b22996805f46bb25986d4175487affe	2836	Rw,Pw,Qw,Bw,Rb,Pb,Qb,Rw,Pw,,,,,,,Rb,Qw,,,,,,,Bw,Nw,,,,,,,Qw,Rb,,,,,,,Pw,Kw,,,,,,,Rw,Qb,,,,,,,Bb,Kw,Bw,Nb,Rw,Kw,Bb,Nw,Rb	lightRed	
8b38b463c2e8c5d5d53778aa78490256	2285	Qb,Kb,Qw,Nw,Rb,Kw,Qb,Rw,Pw,,,,,,,Pw,Rb,,,,,,,Kw,Bb,,,Rb,Rb,,,Bb,Qw,,,Rb,Rb,,,Nw,Kw,,,,,,,Pb,Rw,,,,,,,Kb,Bb,Nb,Bw,Kw,Pw,Nw,Bb,Rw	lightGray	
8b4a970b0afcbaa21e9529e62df6e546	3506	Nb,Pb,Qb,Bb,Rw,Pw,Qw,Nw,Bw,,,,,,,Bb,Rb,,,,,,,Kw,Pw,,,,,,,Pb,Qw,,,,,,,Nw,Bb,,,,,,,Bw,Rw,,,,,,,Kb,Qb,Kw,Pw,Nb,Bw,Kb,Pb,Bb	darkGray	
8b5f4ad02af52d1e51eb2e3b7118ad50	2579	Qw,Qb,Bw,Rb,Pw,Qw,Bb,Qw,Kb,,,,,,,Rb,Pb,,,,,,,Kb,Nb,,,Qb,Qb,,,Qw,Bw,,,Qb,Qb,,,Nb,Kw,,,,,,,Rw,Pw,,,,,,,Kw,Bw,Bb,Qw,Pw,Rb,Bw,Kb,Kw	lightRed	
8ba97faab9433ef7e397f9c33cc0a040	2988	Rw,Nw,Bb,Kb,Pb,Nb,Bw,Nb,Qb,,,,,,,Qb,Pb,,,,,,,Bw,Rb,,,Pw,Pw,,,Rw,Bw,,,Pw,Pw,,,Kw,Qw,,,,,,,Qw,Pw,,,,,,,Nb,Bb,Kb,Pb,Nb,Bw,Kw,Pw,Nb	lightGray	
8baa7abae62266a03d75c672ba9ad9b9	863	Rw,Pw,Kw,Bw,Nb,Pb,Qb,Qb,Rw,,,,,,,Qb,Rw,,,,,,,Pb,Rw,,,,,,,Nw,Rw,,,,,,,Bb,Rw,,,,,,,Kw,Rw,,,,,,,Pw,Rw,Pb,Kb,Bb,Nw,Pw,Kw,Qb	darkRed	
8c5df461005cfea27ab6bf2ea59a06bc	874	Pw,Qb,Kw,Rw,Nb,Qw,Kb,Pw,Nb,,,,,,,Rb,Rw,,,,,,,Bw,Kb,,,,,,,Qb,Qw,,,,,,,Pb,Nw,,,,,,,Rw,Rb,,,,,,,Bb,Qw,Qw,Nb,Rw,Kw,Qb,Nw,Pb	darkGray	
8c615560a2258e8baf650e77a6710556	1	Bb,Rb,Nw,Qw,Kb,Rw,Nb,Pw,Rb,,,,,,,Rb,Nw,,,,,,,Pw,Qb,,,Pw,Pw,,,Qb,Kw,,,Pw,Pw,,,Bw,Rw,,,,,,,Rw,Bb,,,,,,,Pb,Bw,Bb,Nw,Pb,Kb,Bw,Rb,Pw	darkGray	
8c659c8350484a5db53fc8bb5943e916	1488	Nb,Pb,Nw,Bw,Kb,Pw,Nb,Rb,Pb,,,,,,,Rb,Qb,,,,,,,Bw,Bb,,,Pw,Pw,,,Qb,Rw,,,Pw,Pw,,,Pb,Pw,,,,,,,Rw,Qw,,,,,,,Bb,Bb,Qw,Pw,Nw,Bb,Kb,Pb,Qb	lightGray	
8c8707cb699a5ad69a348b08d66ea859	390	Nw,Nw,Qb,Kb,Rb,Nb,Bw,Rb,Qb,,,,,,,Kw,Nw,,,,,,,Rw,Rb,,,Nw,Nw,,,Nb,Pw,,,Nw,Nw,,,Qw,Qw,,,,,,,Kb,Bb,,,,,,,Rb,Qb,Bb,Kw,Pb,Nw,Bw,Kb,Qw	darkRed	
8c939b2f6d2dad0284be70b3990c03f3	2531	Pw,Pw,Rb,Bb,Kw,Pb,Nw,Rw,Qb,,,,,,,Rw,Bw,,,,,,,Rw,Rw,,,Nb,Nb,,,Rw,Pb,,,Nb,Nb,,,Rw,Qw,,,,,,,Rw,Bb,,,,,,,Rw,Nw,Rw,Kw,Qb,Nw,Rb,Kb,Rw	lightRed	
8c94c6b2ea4fde2fbf4883afc8ae29ed	479	Bb,Qb,Kw,Rw,Nb,Qw,Kb,Rb,Bw,,,,,,,Nb,Rb,,,,,,,Pw,Pw,,,Pb,Pb,,,Kb,Qw,,,Pb,Pb,,,Bw,Bb,,,,,,,Rw,Rw,,,,,,,Pb,Kw,Rw,Bb,Qw,Pw,Rb,Bw,Nw	lightGray	
8c990a279e36575f85f0c9b1bdf8e9b6	3032	Kw,Pb,Kb,Qw,Nb,Pw,Kw,Pw,Kw,,,,,,,Bb,Pw,,,,,,,Kw,Rw,,,Nb,Nb,,,Pb,Bb,,,Nb,Nb,,,Rw,Kb,,,,,,,Bw,Pw,,,,,,,Kb,Nw,Nb,Rw,Kb,Kw,Nw,Rb,Nb	darkRed	
8cd93540c97be57c49ba9d56e1f78ed2	2552	Bb,Nb,Qw,Kw,Rw,Nw,Bb,Nb,Pw,,,,,,,Kw,Nb,,,,,,,Bb,Bw,,,Rb,Rb,,,Nb,Kb,,,Rb,Rb,,,Pw,Pb,,,,,,,Kb,Nw,,,,,,,Bw,Qw,Bw,Kb,Pb,Nw,Qb,Kw,Bw	darkRed	
8cdd3d5dc7a14302cb22b180063e8371	1171	Kb,Kb,Bw,Nw,Pb,Kw,Bb,Kw,Qb,,,,,,,Bb,Bw,,,,,,,Nw,Rw,,,,,,,Pb,Pb,,,,,,,Kb,Qw,,,,,,,Bw,Bb,,,,,,,Nb,Rw,Rw,Rw,Rw,Rw,Rw,Rw,Rw	darkGray	
8cea3318cd8bc7b4d4b544510c4ed385	2415	Qb,Rw,Bb,Qw,Pw,Rb,Bw,Qb,Pb,,,,,,,Qb,Nw,,,,,,,Pb,Bb,,,,,,,Rb,Kw,,,,,,,Bw,Rw,,,,,,,Qw,Nb,,,,,,,Pw,Pw,Pw,Nb,Bw,Kb,Pb,Nw,Nw	lightRed	
8d29fa26af5fe716353eee58432a0d38	3538	Nw,Nw,Pb,Qw,Bb,Nb,Pw,Rw,Qw,,,,,,,Qw,Bb,,,,,,,Bb,Rb,,,Pw,Pw,,,Rb,Pw,,,Pw,Pw,,,Pw,Qb,,,,,,,Qb,Bw,,,,,,,Bw,Nw,Qw,Bb,Rw,Pb,Qb,Bw,Rw	lightGray	
8d69d927bbfadbd05a68668165e4ebea	2222	Rw,Bb,Kw,Pw,Nb,Bw,Kb,Nw,Rw,,,,,,,Pb,Rw,,,,,,,Qb,Rw,,,Pb,Pb,,,Bw,Rw,,,Pb,Pb,,,Rb,Rw,,,,,,,Pw,Rw,,,,,,,Qw,Rw,Nw,Rb,Kw,Qw,Nb,Rw,Kw	darkGray	
8d88489862692765e2ce16f82c902dba	755	Qw,Bb,Rw,Pb,Qb,Bw,Rb,Qw,Nw,,,,,,,Pb,Bb,,,,,,,Nw,Kw,,,Pb,Pb,,,Bb,Pw,,,Pb,Pb,,,Kw,Nb,,,,,,,Pw,Bw,,,,,,,Nb,Pw,Rw,Pb,Qw,Bb,Rb,Pw,Rw	lightGray	
8d9de3df170f8df03d390f4a5b5da6d3	3418	Nb,Rb,Kb,Qb,Nw,Rw,Kw,Nw,Pb,,,,,,,Rw,Kb,,,,,,,Pb,Bw,,,,,,,Qb,Nb,,,,,,,Bw,Pw,,,,,,,Rb,Kw,,,,,,,Pw,Qb,Pw,Rb,Bw,Qb,Pb,Rw,Rb	darkRed	
8dc9c861997967eaf98ffbdd5152476f	33	Qb,Nw,Qb,Kw,Rw,Nb,Qw,Kw,Qw,,,,,,,Nb,Bb,,,,,,,Pw,Rb,,,Nb,Nb,,,Kw,Pw,,,Nb,Nb,,,Bb,Kb,,,,,,,Nw,Bw,,,,,,,Pb,Pw,Qb,Pb,Rb,Bw,Qw,Kb,Bw	lightGray	
8e01d3a9dd736947f8f3e16824adabc9	2042	Kw,Pb,Rw,Bw,Qb,Pw,Rb,Rb,Qb,,,,,,,Rw,Bw,,,,,,,Bb,Rb,,,,,,,Qb,Pw,,,,,,,Pb,Qw,,,,,,,Rb,Bb,,,,,,,Bw,Nw,Nb,Qw,Kb,Rb,Nw,Qb,Rb	lightRed	
8e54a9460455ab4eca0edf363ebe41bd	1996	Rw,Bw,Qb,Pw,Nb,Bb,Kw,Kb,Rw,,,,,,,Rb,Rw,,,,,,,Pw,Rw,,,,,,,Qw,Rw,,,,,,,Bb,Rw,,,,,,,Nw,Rw,,,,,,,Pb,Rw,Rw,Rw,Rw,Rw,Rw,Rw,Rw	darkRed	
8e58d1c8a143df7777f0fc36fed48c1b	7	Qw,Bb,Nw,Pb,Kb,Bw,Nb,Rw,Kw,,,,,,,Bb,Bb,,,,,,,Kw,Nb,,,Pb,Pb,,,Pw,Pw,,,Pb,Pb,,,Nb,Kb,,,,,,,Bw,Bw,,,,,,,Kb,Rb,Bw,Rb,Pw,Kw,Bb,Nw,Qw	darkGray	
8e98f5658c2242dc732e79d7f1ddd19f	3310	Bb,Rb,Kb,Qw,Nb,Rw,Kw,Rb,Rw,,,,,,,Kw,Kw,,,,,,,Bb,Qw,,,Pb,Pb,,,Nb,Nb,,,Pb,Pb,,,Pw,Rb,,,,,,,Kb,Pw,,,,,,,Bw,Bw,Nb,Rw,Kw,Qb,Nw,Rb,Kb	lightRed	
8eac2adeda29ba1476944072bad6842a	3418	Nb,Rb,Kb,Qb,Nw,Rw,Kw,Nw,Pb,,,,,,,Rw,Kb,,,,,,,Pb,Bw,,,,,,,Qb,Nb,,,,,,,Bw,Pw,,,,,,,Rb,Kw,,,,,,,Pw,Qb,Pw,Rb,Bw,Qb,Pb,Rw,Rb	darkRed	
8eb89b23efabf7fb7c5ea5a2035fc5b0	2456	Nw,Kw,Qb,Nb,Rw,Kb,Qw,Bw,Nw,,,,,,,Qb,Qb,,,,,,,Bw,Kw,,,Bb,Bb,,,Rw,Pw,,,Bb,Bb,,,Pb,Nb,,,,,,,Qw,Bw,,,,,,,Bb,Rw,Rw,Rw,Rw,Rw,Rw,Rw,Rw	lightRed	
8ebc5d551f9e3a5282e44e518ff81174	969	Kb,Bb,Kw,Pw,Nb,Qw,Kb,Rb,Rb,,,,,,,Kw,Bw,,,,,,,Qb,Qb,,,Pw,Pw,,,Nw,Pb,,,Pw,Pw,,,Rb,Rw,,,,,,,Kb,Bb,,,,,,,Qw,Kb,Kw,Bb,Nb,Pw,Kb,Bw,Kb	darkRed	
8ebdb26443b8d9f350815f6825c39a19	2787	Nw,Bw,Nb,Pb,Kb,Bb,Nw,Kb,Bw,,,,,,,Rw,Rb,,,,,,,Kw,Pw,,,,,,,Qw,Qw,,,,,,,Nb,Bb,,,,,,,Pb,Rw,,,,,,,Kb,Rw,Pb,Nw,Bb,Kw,Pw,Nb,Qw	darkRed	
8ed04f9a85d33eaa07b03b9df8cf4886	841	Nw,Kb,Rb,Nw,Qb,Kw,Rw,Qb,Nw,,,,,,,Kb,Pb,,,,,,,Pb,Kw,,,,,,,Nb,Bb,,,,,,,Bw,Nb,,,,,,,Kw,Pw,,,,,,,Pw,Nb,Kw,Rw,Nw,Qb,Kb,Rb,Pw	lightGray	
8edaf75d1aa2f48f72e781cc52fa658a	1163	Kb,Bb,Nw,Pw,Kw,Bw,Nb,Kb,Kw,,,,,,,Rb,Bb,,,,,,,Nw,Nw,,,,,,,Qw,Pb,,,,,,,Kb,Kb,,,,,,,Rw,Qw,,,,,,,Nb,Nb,Rb,Kb,Qw,Nb,Rw,Kw,Qw	lightGray	
8edfa512d528a2f1b15d5180a567851c	2935	Rw,Bb,Kw,Pb,Nw,Bw,Kb,Nw,Qw,,,,,,,Kb,Kb,,,,,,,Qw,Rw,,,Rb,Rb,,,Nw,Bb,,,Rb,Rb,,,Rb,Qb,,,,,,,Kw,Pb,,,,,,,Qb,Kb,Pb,Rw,Bb,Qw,Pw,Rb,Bb	darkRed	
8ee9d49f5c8f6f376d2e61f7648f54c2	2116	Rw,Qb,Bw,Rw,Pb,Qw,Bb,Rw,Pw,,,,,,,Bb,Rb,,,,,,,Rw,Bb,,,Pb,Pb,,,Pb,Qw,,,Pb,Pb,,,Qb,Pb,,,,,,,Bw,Nw,,,,,,,Rb,Bb,Pb,Nw,Bb,Qw,Pw,Nb,Pw	darkRed	
8f02f98f52231b2a03258ca40250da5f	369	Bb,Qw,Nb,Rw,Kw,Qb,Nw,Rb,Nw,,,,,,,Qw,Rb,,,,,,,Kb,Kw,,,,,,,Rw,Qb,,,,,,,Nb,Nb,,,,,,,Bb,Rw,,,,,,,Kw,Pw,Pw,Kw,Bb,Nw,Pb,Qb,Kw	darkGray	
8f371879c2efdac560683af00f2dfa68	225	Qw,Qb,Kw,Rb,Nw,Bw,Kb,Rb,Kb,,,,,,,Kb,Qw,,,,,,,Pb,Nb,,,Nb,Nb,,,Nb,Rw,,,Nb,Nb,,,Bw,Kw,,,,,,,Kw,Qb,,,,,,,Pw,Qb,Kw,Rw,Nb,Bw,Kb,Rb,Bw	lightRed	
8f441b9428d2e2b6bbcae3573d8bf8d7	1424	Qb,Pb,Nw,Bw,Kb,Pw,Nb,Qw,Nw,,,,,,,Pb,Qb,,,,,,,Nw,Kw,,,Pb,Pb,,,Bb,Rw,,,Pb,Pb,,,Kw,Nb,,,,,,,Pw,Qw,,,,,,,Nb,Qw,Bb,Rw,Pb,Qb,Bw,Rb,Rb	lightRed	
8f4d3f5a4e09d1f4a30ca0cbda156854	3456	Rb,Rb,Nw,Qw,Pw,Rw,Bb,Bb,Nb,,,,,,,Rb,Qw,,,,,,,Bw,Kb,,,Bb,Bb,,,Qb,Pb,,,Bb,Bb,,,Pb,Nw,,,,,,,Rw,Bb,,,,,,,Bb,Qb,Qw,Pw,Rb,Bw,Qb,Pb,Qw	darkRed	
8f5224ab1288b1277ad8ef3939dd7767	2893	Rb,Pb,Kb,Bw,Nb,Pw,Kw,Rb,Bb,,,,,,,Nb,Rw,,,,,,,Bw,Pb,,,Nw,Nw,,,Kb,Qb,,,Nw,Nw,,,Pb,Bw,,,,,,,Nw,Rb,,,,,,,Qb,Bw,Pb,Nw,Bb,Kw,Pw,Nb,Qb	darkGray	
8f78920c5a205fafb7c379c758df89d0	195	Rw,Bb,Kw,Pw,Nb,Bw,Kb,Kb,Rw,,,,,,,Qw,Rw,,,,,,,Pw,Rw,,,Nb,Nb,,,Rb,Rw,,,Nb,Nb,,,Bw,Rw,,,,,,,Qb,Rw,,,,,,,Pb,Rw,Nb,Rw,Kw,Qb,Nw,Rb,Pb	lightGray	
8f9de8284d624defa6d1aa0b54127ac1	2699	Nw,Pw,Nb,Bw,Kb,Pb,Nw,Rb,Nw,,,,,,,Rb,Rb,,,,,,,Bw,Kw,,,Rb,Rb,,,Kw,Qb,,,Rb,Rb,,,Pw,Nb,,,,,,,Rw,Rw,,,,,,,Bb,Pw,Kw,Pw,Nw,Bb,Qb,Pb,Rw	darkRed	
8fc6134cda606ae41f9328df68a4fcb7	574	Rw,Rw,Bb,Qw,Pw,Nb,Bw,Kw,Pb,,,,,,,Kb,Nw,,,,,,,Qw,Bb,,,Nw,Nw,,,Nb,Qw,,,Nw,Nw,,,Rw,Pw,,,,,,,Kw,Nb,,,,,,,Qb,Kw,Kw,Bb,Nw,Pb,Kb,Bw,Kb	lightRed	
904edfcf223597abf470acd9cc33c40e	2355	Bb,Qb,Nw,Rb,Pw,Qw,Nb,Rb,Kw,,,,,,,Nb,Pw,,,,,,,Bw,Nw,,,,,,,Kw,Bb,,,,,,,Pw,Kb,,,,,,,Nw,Pb,,,,,,,Bb,Rb,Pw,Qw,Bw,Rb,Pb,Qb,Rw	darkRed	
9056ae97e2a687c49bd219fdc5960773	1778	Bb,Bb,Nw,Pb,Kb,Bw,Rb,Rw,Bw,,,,,,,Nw,Rb,,,,,,,Rb,Pw,,,,,,,Kb,Qw,,,,,,,Qw,Bb,,,,,,,Nb,Rw,,,,,,,Pw,Kw,Pb,Rw,Bw,Kb,Pw,Nb,Nw	lightRed	
90614b22660878d3258304abc44eed45	956	Rb,Qb,Bw,Nw,Pb,Qw,Kb,Rw,Pw,,,,,,,Qb,Rb,,,,,,,Qw,Bw,,,Pw,Pw,,,Nb,Qb,,,Pw,Pw,,,Rw,Pb,,,,,,,Qw,Rw,,,,,,,Kb,Qb,Nw,Qb,Qb,Rb,Nb,Kw,Kb	darkRed	
906445266ff1ec6b733d25198aaac9d6	1161	Nw,Kb,Bw,Nb,Pw,Qw,Bb,Pb,Nb,,,,,,,Pw,Rw,,,,,,,Rb,Pb,,,,,,,Bb,Qb,,,,,,,Qw,Nw,,,,,,,Pb,Rb,,,,,,,Rw,Pb,Qb,Pb,Rw,Bb,Qw,Pw,Nb	darkGray	
9064a769a344848c99a6de8ac85a9a7d	324	Pb,Rb,Kb,Bb,Nw,Rw,Kw,Kb,Qb,,,,,,,Rw,Bw,,,,,,,Bb,Rb,,,Pb,Pb,,,Qb,Pw,,,Pb,Pb,,,Pb,Qw,,,,,,,Rb,Bb,,,,,,,Bw,Rb,Rb,Nw,Qb,Kw,Rw,Nb,Pb	darkGray	
908643b92e3cf89046a42fc81cb5a683	2016	Kb,Qb,Bw,Rw,Pb,Qw,Nb,Pb,Rb,,,,,,,Kw,Pw,,,,,,,Rw,Qw,,,Nw,Nw,,,Nb,Bb,,,Nw,Nw,,,Bw,Nw,,,,,,,Kb,Pb,,,,,,,Pb,Rw,Rw,Rw,Rw,Rw,Rw,Rw,Rw	lightRed	
90a2e7809fb4a4339e8889e77b93fd8f	3193	Qb,Bb,Nw,Pw,Qw,Bw,Rb,Bw,Qb,,,,,,,Bw,Nw,,,,,,,Qb,Rw,,,Pw,Pw,,,Pw,Kw,,,Pw,Pw,,,Rb,Qw,,,,,,,Bb,Nb,,,,,,,Qw,Pw,Pb,Kb,Bb,Rw,Kb,Qw,Rb	lightRed	
90d43ca7ee19ae3a7c93f7af0f5ed9b4	2872	Bw,Kb,Bw,Nw,Pb,Kw,Bb,Rw,Pw,,,,,,,Qb,Kw,,,,,,,Bw,Bb,,,Bb,Bb,,,Rw,Nw,,,Bb,Bb,,,Pb,Pb,,,,,,,Qw,Kb,,,,,,,Bb,Qw,Pw,Qw,Bb,Rw,Pb,Qb,Kb	darkGray	
90e2f6e3aa1ef44fd44760a5001b1a46	836	Bw,Pb,Rw,Bw,Qb,Pw,Rb,Rb,Kw,,,,,,,Nw,Qb,,,,,,,Pb,Nb,,,Pb,Pb,,,Kb,Rw,,,Pb,Pb,,,Bw,Kb,,,,,,,Nb,Qw,,,,,,,Rw,Bb,Bw,Kb,Pw,Nb,Bb,Kw,Nb	lightGray	
